MLS#,Province,Region,City,Subdivision,Street,Address,Property Type,Date Listed,Price,Beds,Baths,Total_Sqft,Bedroom_Sqm,Dining_Sqm,Living_Sqm,Kitchen_Sqm,Cooling,Heating,Parking,Basement,Amenities,Features,Exterior Features,Street_City,LatLong,Latitude,Longitude
C5476055,ON,Toronto,Toronto,,197 Yonge St,"5508 - 197 Yonge St, Toronto, ON",Condo,2022-01-19,759000,0 bed,1 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"197 Yonge St , Toronto","(43.65325152, -79.37948092)",43.65325152,-79.37948092
C5475621,ON,Toronto,Toronto,,60 Shuter St,"608 - 60 Shuter St, Toronto, ON",Condo,2022-01-19,888000,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,,,,"60 Shuter St , Toronto","(43.6551341, -79.37621692193805)",43.6551341,-79.37621692193805
C5474080,ON,Toronto,Toronto,,723 Dovercourt Rd,"723 Dovercourt Rd, Toronto, ON",Single Family,2022-01-17,1345000,2 bed,2 bath,,13.86,0.0,21.39,11.97,Central air conditioning,Forced air,,"N/A (Partially finished), Partially finished",,Lane,,"723 Dovercourt Rd , Toronto","(43.660599056, -79.429019412)",43.660599056,-79.429019412
C5473853,ON,Toronto,Toronto,,105 Chatsworth Dr,"103 - 105 Chatsworth Dr, Toronto, ON",MultiFamily,2022-01-17,4000000,8 + 2 bed,6 bath,,0.0,6.0,15.0,0.0,,Water,,,,,,"105 Chatsworth Dr , Toronto","(43.72162727826252, -79.40741888339309)",43.72162727826252,-79.40741888339309
E5473765,ON,Toronto,Toronto,,18 Mallon Ave,"18 Mallon Ave, Toronto, ON",Single Family,2022-01-17,1699000,3 bed,2 bath,,10.1,14.75,11.89,17.16,,Forced air,,Full,,,,"18 Mallon Ave , Toronto","(43.66569347619048, -79.33547757142857)",43.66569347619048,-79.33547757142857
C5474264,ON,Toronto,Toronto,,3800 Yonge St,"6 - 3800 Yonge St, Toronto, ON",Condo,2022-01-17,1179000,2 bed,2 bath,,12.95,8.77,31.19,12.11,Central air conditioning,Forced air,Underground,,Storage - Locker,,,"3800 Yonge St , Toronto","(43.738873, -79.40661906617648)",43.738873,-79.40661906617648
E5473924,ON,Toronto,Toronto,,2787 Eglinton Ave E,"401 - 2787 Eglinton Ave E, Toronto, ON",Condo,2022-01-17,549000,1 bed,1 bath,,0.0,0.0,0.0,0.0,,Forced Air,,,,,,"2787 Eglinton Ave E , Toronto","(43.7369945, -79.2459627)",43.7369945,-79.2459627
W5473864,ON,Toronto,Toronto,,3621 Lake Shore Blvd W,"608 - 3621 Lake Shore Blvd W, Toronto, ON",Condo,2022-01-17,335000,1 bed,1 bath,,0.0,0.0,0.0,0.0,Window air conditioner,Radiant heat,,,,Balcony,,"3621 Lake Shore Blvd W , Toronto","(43.59359465, -79.5359677)",43.59359465,-79.5359677
C5473812,ON,Toronto,Toronto,,9 Dora Ave,"9 Dora Ave, Toronto, ON",Single Family,2022-01-17,1275000,4 bed,4 bath,,0.0,0.0,0.0,0.0,,Hot water radiator heat,,"Finished, N/A (Finished)",,,,"9 Dora Ave , Toronto","(43.6553985, -79.4435087)",43.6553985,-79.4435087
W5475016,ON,Toronto,Toronto,,251 Manitoba St,"2205 - 251 Manitoba St, Toronto, ON",Condo,2022-01-16,665000,1 bed,1 bath,,9.73,19.4,19.4,19.4,Central air conditioning,Forced air,Underground,,,Balcony,,"251 Manitoba St , Toronto","(43.6241538, -79.4878569)",43.6241538,-79.4878569
W5473679,ON,Toronto,Toronto,,50 George Butchart Dr,"614 - 50 George Butchart Dr, Toronto, ON",Condo,2022-01-16,699000,2 bed,2 bath,,76.8,219.17,219.17,219.17,Central air conditioning,Forced air,Underground,,Storage - Locker,,,"50 George Butchart Dr , Toronto","(43.7364786, -79.4823685)",43.7364786,-79.4823685
W5473618,ON,Toronto,Toronto,,20 Shore Breeze Dr,"608 - 20 Shore Breeze Dr, Toronto, ON",Condo,2022-01-16,1099000,2 bed,2 bath,,0.0,16.2,16.2,0.0,,Forced Air,,,,,,"20 Shore Breeze Dr , Toronto","(nan, nan)",,
W5474085,ON,Toronto,Toronto,,207 Cowan Ave,"207 Cowan Ave, Toronto, ON",MultiFamily,2022-01-16,6995000,13 bed,14 bath,,0.0,0.0,0.0,0.0,,Radiant heat,,N/A,,,,"207 Cowan Ave , Toronto","(43.6408793, -79.4326463)",43.6408793,-79.4326463
C5473644,ON,Toronto,Toronto,,135 East Liberty St,"135 East Liberty St, Toronto, ON",Condo,2022-01-16,1199999,3 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,,,,"135 East Liberty St , Toronto","(43.63843789411379, -79.41638161533305)",43.63843789411379,-79.41638161533305
E5473624,ON,Toronto,Toronto,,10 Mendelssohn St,"409 - 10 Mendelssohn St, Toronto, ON",Condo,2022-01-16,849900,3 bed,2 bath,,11.21,26.24,26.24,8.46,Central air conditioning,Forced air,Underground,,Storage - Locker,Balcony,,"10 Mendelssohn St , Toronto","(43.7145075, -79.2810069)",43.7145075,-79.2810069
E5473405,ON,Toronto,Toronto,,375 Jones Ave,"375 Jones Ave, Toronto, ON",Single Family,2022-01-15,2249000,3 bed,4 bath,,11.31,0.0,17.72,15.29,Central air conditioning,Forced air,Detached garage,"N/A (Finished), Finished",,Lane,,"375 Jones Ave , Toronto","(43.673281053846154, -79.33710945384615)",43.673281053846154,-79.33710945384615
W5473374,ON,Toronto,Toronto,,70 Annie Craig Dr,"5206 - 70 Annie Craig Dr, Toronto, ON",Condo,2022-01-15,999800,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"70 Annie Craig Dr , Toronto","(43.6253878, -79.4784544)",43.6253878,-79.4784544
W5472763,ON,Toronto,Toronto,,393 Maple Leaf Dr,"393 Maple Leaf Dr, Toronto, ON",Single Family,2022-01-14,2999000,4 bed,3 bath,,16.0,0.0,0.0,30.0,,Forced Air,,,,,,"393 Maple Leaf Dr , Toronto","(43.71362514, -79.4836775)",43.71362514,-79.4836775
C5472635,ON,Toronto,Toronto,,#Th07 85 Queens Wharf Rd,"#Th07 85 Queens Wharf Rd, Toronto, ON",Condo,2022-01-14,1299000,2 + 1 bed,3 bath,,0.0,0.0,0.0,0.0,,Forced Air,,,,,,"#Th07 85 Queens Wharf Rd , Toronto","(nan, nan)",,
C5472797,ON,Toronto,Toronto,,55 Ontario St,"709 - 55 Ontario St, Toronto, ON",Condo,2022-01-14,1099900,2 bed,2 bath,,9.95,39.02,39.02,39.02,Central air conditioning,Heat Pump,,,,Balcony,,"55 Ontario St , Toronto","(43.653071, -79.36622946153847)",43.653071,-79.36622946153847
W5472379,ON,Toronto,Toronto,,1183 Dufferin St,"111 - 1183 Dufferin St, Toronto, ON",Townhome,2022-01-14,1050000,3 bed,3 bath,,96.3,166.4,166.4,166.4,Central air conditioning,Forced air,Underground,,Public Transit,,,"1183 Dufferin St , Toronto","(43.664943949999994, -79.43709855104166)",43.664943949999994,-79.43709855104166
W5472599,ON,Toronto,Toronto,,59 Maniza Rd,"59 Maniza Rd, Toronto, ON",Single Family,2022-01-14,2488000,7 bed,5 bath,,18.62,70.15,23.52,70.15,Central air conditioning,Forced air,Garage,N/A,,,,"59 Maniza Rd , Toronto","(43.73451687080505, -79.4640187228174)",43.73451687080505,-79.4640187228174
C5472398,ON,Toronto,Toronto,,80 Vanauley St,"108 - 80 Vanauley St, Toronto, ON",Condo,2022-01-14,1189000,2 + 1 bed,3 bath,,0.0,0.0,0.0,0.0,,Forced Air,Owned,,,,,"80 Vanauley St , Toronto","(43.6494108, -79.3988365)",43.6494108,-79.3988365
W5472355,ON,Toronto,Toronto,,1183 Dufferin St,"110 - 1183 Dufferin St, Toronto, ON",Townhome,2022-01-14,849990,1 bed,1 bath,,167.86,298.69,298.69,298.69,Central air conditioning,Forced air,,,Public Transit,Balcony,,"1183 Dufferin St , Toronto","(43.664943949999994, -79.43709855104166)",43.664943949999994,-79.43709855104166
C5472382,ON,Toronto,Toronto,,77 Harbour Sq,"1312 - 77 Harbour Sq, Toronto, ON",Condo,2022-01-14,1119000,2 bed,2 bath,,9.73,30.95,30.95,11.5,Central air conditioning,Forced air,Underground,,,Balcony,,"77 Harbour Sq , Toronto","(43.63981965, -79.37946093485424)",43.63981965,-79.37946093485424
W5472958,ON,Toronto,Toronto,,60 George Butchart Dr,"718 - 60 George Butchart Dr, Toronto, ON",Condo,2022-01-14,610000,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,,,,Balcony,,"60 George Butchart Dr , Toronto","(43.7364786, -79.4823685)",43.7364786,-79.4823685
C5472149,ON,Toronto,Toronto,,761 Bay St,"4001 - 761 Bay St, Toronto, ON",Condo,2022-01-14,4280000,3 + 1 bed,4 bath,,27.14,18.0,42.0,19.2,,Forced Air,,,,,,"761 Bay St , Toronto","(43.659563000000006, -79.38484022622262)",43.659563000000006,-79.38484022622262
C5473096,ON,Toronto,Toronto,,133 Wynford Dr,"402 - 133 Wynford Dr, Toronto, ON",Condo,2022-01-14,749900,2 bed,2 bath,,8.77,19.06,19.06,6.47,Central air conditioning,Forced air,Underground,,Storage - Locker,Balcony,,"133 Wynford Dr , Toronto","(43.72685, -79.328176625)",43.72685,-79.328176625
C5471503,ON,Toronto,Toronto,,633 Bay St,"415 - 633 Bay St, Toronto, ON",Condo,2022-01-13,895000,2 bed,2 bath,,8.71,20.68,20.68,5.18,Central air conditioning,Forced air,Underground,,,,,"633 Bay St , Toronto","(43.6461249, -79.3791595)",43.6461249,-79.3791595
E5471752,ON,Toronto,Toronto,,63 Jones Ave,"63 Jones Ave, Toronto, ON",Single Family,2022-01-13,2495000,4 bed,5 bath,,9.0,0.0,23.03,30.38,Central air conditioning,Forced air,Garage,"Finished, N/A (Finished)",,,,"63 Jones Ave , Toronto","(43.66427490869565, -79.33329627826087)",43.66427490869565,-79.33329627826087
W5471753,ON,Toronto,Toronto,,3 Marine Parade Dr,"1906 - 3 Marine Parade Dr, Toronto, ON",Condo,2022-01-13,390000,2 bed,1 bath,,8.68,14.8,14.8,8.4,Central air conditioning,Heat Pump,Underground,,,Balcony,,"3 Marine Parade Dr , Toronto","(43.6302418, -79.4762234)",43.6302418,-79.4762234
C5472061,ON,Toronto,Toronto,,5 Mariner Terr,"1003 - 5 Mariner Terr, Toronto, ON",Condo,2022-01-13,1199000,3 bed,2 bath,,11.89,33.09,33.09,7.97,Central air conditioning,Heat Pump,,,,Balcony,,"5 Mariner Terr , Toronto","(43.6400775, -79.3913325)",43.6400775,-79.3913325
E5471240,ON,Toronto,Toronto,,23 Woodfield Rd,"23 Woodfield Rd, Toronto, ON",Single Family,2022-01-13,2395000,3 + 1 bed,4 bath,,0.0,10.73,32.9,12.0,,Forced Air,,Sep Entrance,,,,"23 Woodfield Rd , Toronto","(43.66427709473684, -79.32072861052632)",43.66427709473684,-79.32072861052632
E5471938,ON,Toronto,Toronto,,20 Sandown Ave,"20 Sandown Ave, Toronto, ON",Single Family,2022-01-13,1100000,3 bed,1 bath,,7.24,20.34,20.34,5.68,,Forced air,,"N/A (Finished), Finished",,,,"20 Sandown Ave , Toronto","(43.70968452502307, -79.2514617845)",43.70968452502307,-79.2514617845
W5471893,ON,Toronto,Toronto,,2287 Lake Shore Blvd W,"309 - 2287 Lake Shore Blvd W, Toronto, ON",Condo,2022-01-13,1349900,2 bed,3 bath,,16.0,15.0,0.0,7.2,,Fan Coil,,,,,,"2287 Lake Shore Blvd W , Toronto","(43.6009216, -79.5038141)",43.6009216,-79.5038141
W5470848,ON,Toronto,Toronto,,36 Park Lawn Rd,"1010 - 36 Park Lawn Rd, Toronto, ON",Condo,2022-01-12,899000,2 bed,2 bath,,10.72,22.3,22.3,22.3,Central air conditioning,Forced air,Underground,,Storage - Locker,Balcony,,"36 Park Lawn Rd , Toronto","(43.623455899999996, -79.4846243020881)",43.623455899999996,-79.4846243020881
C5470711,ON,Toronto,Toronto,,265 Poplar Plains Rd,"202 - 265 Poplar Plains Rd, Toronto, ON",Condo,2022-01-12,1395000,2 bed,2 bath,,14.91,32.19,32.19,13.78,Central air conditioning,Forced air,Underground,,Storage - Locker,,,"265 Poplar Plains Rd , Toronto","(43.685755650000004, -79.40347835)",43.685755650000004,-79.40347835
E5470573,ON,Toronto,Toronto,,298 Aylesworth Ave,"298 Aylesworth Ave, Toronto, ON",Single Family,2022-01-12,1538000,3 bed,4 bath,,16.2,43.45,43.45,43.45,Central air conditioning,Forced air,Garage,"Finished, Full (Finished)",,,,"298 Aylesworth Ave , Toronto","(43.7025716, -79.2635865)",43.7025716,-79.2635865
W5470961,ON,Toronto,Toronto,,95 The Queensway,"7 - 95 The Queensway, Toronto, ON",Townhome,2022-01-12,949900,3 bed,2 bath,,10.52,29.99,29.99,10.16,Central air conditioning,Forced air,Underground,,,,,"95 The Queensway , Toronto","(43.6372495, -79.4682851)",43.6372495,-79.4682851
W5470619,ON,Toronto,Toronto,,70 Annie Craig Dr,"2803 - 70 Annie Craig Dr, Toronto, ON",Condo,2022-01-12,729900,1 bed,2 bath,,0.0,0.0,0.0,0.0,,Forced Air,,,,,,"70 Annie Craig Dr , Toronto","(43.6253878, -79.4784544)",43.6253878,-79.4784544
C5469532,ON,Toronto,Toronto,,73 Hocken Ave,"73 Hocken Ave, Toronto, ON",Single Family,2022-01-11,1738000,2 + 1 bed,1 bath,,12.25,20.52,20.52,14.19,,Water,,,,,,"73 Hocken Ave , Toronto","(43.681049868627454, -79.42133664705882)",43.681049868627454,-79.42133664705882
C5469085,ON,Toronto,Toronto,,28 Hillhurst Blvd,"28 Hillhurst Blvd, Toronto, ON",Townhome,2022-01-11,2980000,3 bed,3 bath,,12.15,11.4,0.0,0.0,,Forced Air,,,,,,"28 Hillhurst Blvd , Toronto","(43.7072853, -79.4340251)",43.7072853,-79.4340251
C5469454,ON,Toronto,Toronto,,80 John St,"1411 - 80 John St, Toronto, ON",Condo,2022-01-11,849000,2 bed,1 bath,,0.0,16.88,16.88,10.78,Central air conditioning,Forced air,Underground,,,Balcony,,"80 John St , Toronto","(43.70423102968098, -79.51535313238162)",43.70423102968098,-79.51535313238162
C5469294,ON,Toronto,Toronto,,12 Yonge St,"2802 - 12 Yonge St, Toronto, ON",Condo,2022-01-11,1250000,3 bed,2 bath,,11.22,16.89,27.79,7.8,Central air conditioning,Forced air,Underground,,,Balcony,,"12 Yonge St , Toronto","(43.642876900000005, -79.37620719416113)",43.642876900000005,-79.37620719416113
E5469060,ON,Toronto,Toronto,,52 Allister Ave,"52 Allister Ave, Toronto, ON",Single Family,2022-01-11,2899000,5 + 5 bed,5 bath,,0.0,13.69,14.8,0.0,,Forced Air,,Walk-Up,,,,"52 Allister Ave , Toronto","(43.72818291666667, -79.23652626666667)",43.72818291666667,-79.23652626666667
C5469935,ON,Toronto,Toronto,,1032 Davenport Rd,"1032 Davenport Rd, Toronto, ON",Single Family,2022-01-11,1999999,5 bed,3 bath,,11.71,0.0,16.96,27.78,,Forced air,,N/A,,,,"1032 Davenport Rd , Toronto","(43.6749589, -79.42723621538461)",43.6749589,-79.42723621538461
C5469961,ON,Toronto,Toronto,,68 Abell St,"215 - 68 Abell St, Toronto, ON",Condo,2022-01-11,625000,2 bed,1 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,,,,,,"68 Abell St , Toronto","(43.64240135, -79.42463363489082)",43.64240135,-79.42463363489082
W5471380,ON,Toronto,Toronto,,33 Edinborough Crt,"33 Edinborough Crt, Toronto, ON",Single Family,2022-01-11,1300000,3 bed,3 bath,,13.2,0.0,26.55,9.92,Central air conditioning,Forced air,,N/A,,,,"33 Edinborough Crt , Toronto","(43.672072, -79.50233997107144)",43.672072,-79.50233997107144
C5468634,ON,Toronto,Toronto,,161 Roehampton Ave,"717 - 161 Roehampton Ave, Toronto, ON",Condo,2022-01-10,690000,2 bed,1 bath,,0.0,0.0,8.36,8.31,Central air conditioning,Forced air,Visitor parking,,,Balcony,,"161 Roehampton Ave , Toronto","(43.70882072972973, -79.39404489189188)",43.70882072972973,-79.39404489189188
W5468372,ON,Toronto,Toronto,,70 Annie Craig Dr,"3505 - 70 Annie Craig Dr, Toronto, ON",Condo,2022-01-10,1200000,2 bed,2 bath,,7.73,15.81,15.81,9.25,Central air conditioning,Forced air,Underground,,,Balcony,,"70 Annie Craig Dr , Toronto","(43.6253878, -79.4784544)",43.6253878,-79.4784544
C5468708,ON,Toronto,Toronto,,264 Milan St,"264 Milan St, Toronto, ON",Single Family,2022-01-10,1688000,3 bed,5 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,,"Finished, N/A (Finished)",,,,"264 Milan St , Toronto","(43.6577001, -79.3674098)",43.6577001,-79.3674098
W5468422,ON,Toronto,Toronto,,3865 Lake Shore Blvd W,"209 - 3865 Lake Shore Blvd W, Toronto, ON",Condo,2022-01-10,680000,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Visitor parking,,,,,"3865 Lake Shore Blvd W , Toronto","(43.589925550000004, -79.54498509164992)",43.589925550000004,-79.54498509164992
C5468435,ON,Toronto,Toronto,,130 Baldwin St,"130 Baldwin St, Toronto, ON",Townhome,2022-01-10,2288800,8 + 2 bed,4 bath,,8.96,0.0,15.6,9.92,,Forced Air,,,,,,"130 Baldwin St , Toronto","(43.65506, -79.398498)",43.65506,-79.398498
C5468892,ON,Toronto,Toronto,,120 Rosedale Valley Rd,"603 - 120 Rosedale Valley Rd, Toronto, ON",Condo,2022-01-10,1150000,2 bed,2 bath,,17.53,9.86,37.19,8.32,Wall unit,Hot water radiator heat,Visitor parking,,,,,"120 Rosedale Valley Rd , Toronto","(43.6745862, -79.3862048584468)",43.6745862,-79.3862048584468
C5468025,ON,Toronto,Toronto,,101 Charles St E,"2904 - 101 Charles St E, Toronto, ON",Condo,2022-01-10,1249000,2 bed,2 bath,,8.58,6.53,12.7,14.24,Central air conditioning,Forced air,Underground,,,,,"101 Charles St E , Toronto","(43.669787, -79.380288)",43.669787,-79.380288
W5468989,ON,Toronto,Toronto,,2995 Keele St,"415 - 2995 Keele St, Toronto, ON",Condo,2022-01-10,650000,2 bed,1 bath,,0.0,19.31,19.31,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"2995 Keele St , Toronto","(43.7334203, -79.4836614)",43.7334203,-79.4836614
C5469428,ON,Toronto,Toronto,,78 Amelia St,"78 Amelia St, Toronto, ON",Single Family,2022-01-10,2399000,5 bed,4 bath,,13.56,34.23,34.23,21.29,Wall unit,Hot water radiator heat,,"N/A (Finished), Finished",,,,"78 Amelia St , Toronto","(43.6681041, -79.3660955)",43.6681041,-79.3660955
C5467980,ON,Toronto,Toronto,,103 Craighurst Ave,"103 Craighurst Ave, Toronto, ON",Single Family,2022-01-09,3380000,5 bed,6 bath,,14.63,11.25,0.0,13.84,Central air conditioning,Forced air,Garage,"N/A (Finished), Finished",,,,"103 Craighurst Ave , Toronto","(43.71462886176471, -79.40368753235295)",43.71462886176471,-79.40368753235295
C5467681,ON,Toronto,Toronto,,183 Wellington St W,"3803 - 183 Wellington St W, Toronto, ON",Condo,2022-01-08,2298000,1 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,Storage - Locker,,,"183 Wellington St W , Toronto","(43.6450081, -79.390471)",43.6450081,-79.390471
C5466918,ON,Toronto,Toronto,,6 Jackes Ave,"505 - 6 Jackes Ave, Toronto, ON",Condo,2022-01-07,1187990,2 bed,2 bath,,0.0,11.61,18.4,9.82,Central air conditioning,,,,,,,"6 Jackes Ave , Toronto","(43.6855875, -79.39267804074012)",43.6855875,-79.39267804074012
C5469252,ON,Toronto,Toronto,,449 Walmer Rd,"603 - 449 Walmer Rd, Toronto, ON",Condo,2022-01-07,1398000,2 bed,2 bath,,16.1,44.22,44.22,7.51,Central air conditioning,Forced air,,,,Balcony,,"449 Walmer Rd , Toronto","(43.68635025, -79.41268957985594)",43.68635025,-79.41268957985594
C5467361,ON,Toronto,Toronto,,219 Dundas St E,"1611 - 219 Dundas St E, Toronto, ON",Condo,2022-01-07,849000,2 bed,1 bath,,7.59,9.9,9.9,9.9,,Forced Air,,,,,,"219 Dundas St E , Toronto","(43.657314, -79.373234)",43.657314,-79.373234
C5466304,ON,Toronto,Toronto,,10 York St,"4803 - 10 York St, Toronto, ON",Condo,2022-01-06,1380000,3 bed,3 bath,,12.77,23.8,33.95,23.8,Central air conditioning,Forced air,Underground,,,Balcony,,"10 York St , Toronto","(43.6412138, -79.38116248551198)",43.6412138,-79.38116248551198
W5466284,ON,Toronto,Toronto,,41 Lake Shore Dr,"406 - 41 Lake Shore Dr, Toronto, ON",Condo,2022-01-06,529000,2 bed,1 bath,,8.58,4.84,23.24,4.84,,Hot water radiator heat,Underground,,,Balcony,,"41 Lake Shore Dr , Toronto","(43.59828036666667, -79.49986832222221)",43.59828036666667,-79.49986832222221
W5466623,ON,Toronto,Toronto,,2518 Lake Shore Blvd W,"2518 Lake Shore Blvd W, Toronto, ON",Single Family,2022-01-06,1499999,5 bed,3 bath,,15.56,14.07,20.84,12.38,,Hot water radiator heat,,N/A,,,,"2518 Lake Shore Blvd W , Toronto","(43.6115509, -79.49025864)",43.6115509,-79.49025864
C5466042,ON,Toronto,Toronto,,5 Saint Joseph St,"1104 - 5 Saint Joseph St, Toronto, ON",Condo,2022-01-06,748000,1 + 1 bed,1 bath,,0.0,28.8,28.8,10.81,,Forced Air,Undergrnd,,,,,"5 Saint Joseph St , Toronto","(nan, nan)",,
C5465640,ON,Toronto,Toronto,,2438 Bayview Ave,"2438 Bayview Ave, Toronto, ON",Single Family,2022-01-06,6000000,5 + 1 bed,6 bath,5000.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,,"2438 Bayview Ave , Toronto","(43.739879, -79.3827299)",43.739879,-79.3827299
C5465496,ON,Toronto,Toronto,,50 Ordnance St,"2004 - 50 Ordnance St, Toronto, ON",Condo,2022-01-06,699000,1 bed,1 bath,,97.12,259.33,259.33,259.33,Central air conditioning,Forced air,Underground,,,,,"50 Ordnance St , Toronto","(43.6394907, -79.4096846)",43.6394907,-79.4096846
W5466423,ON,Toronto,Toronto,,70 Annie Craig Dr,"3205 - 70 Annie Craig Dr, Toronto, ON",Condo,2022-01-06,1149900,2 bed,2 bath,,7.73,15.81,15.81,9.25,Central air conditioning,Forced air,Underground,,,Balcony,,"70 Annie Craig Dr , Toronto","(43.6253878, -79.4784544)",43.6253878,-79.4784544
W5466246,ON,Toronto,Toronto,,251 Manitoba St,"2010 - 251 Manitoba St, Toronto, ON",Condo,2022-01-06,773999,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Visitor parking,,,Balcony,,"251 Manitoba St , Toronto","(43.6241538, -79.4878569)",43.6241538,-79.4878569
C5464895,ON,Toronto,Toronto,,271 Ridley Blvd,"1208 - 271 Ridley Blvd, Toronto, ON",Condo,2022-01-05,799000,2 bed,2 bath,,12.6,11.25,10.41,10.38,Central air conditioning,Forced air,,,,,,"271 Ridley Blvd , Toronto","(43.740086500000004, -79.42495197926267)",43.740086500000004,-79.42495197926267
C5464841,ON,Toronto,Toronto,,1 Bloor St W,"3206 - 1 Bloor St W, Toronto, ON",Condo,2022-01-05,1028000,1 + 1 bed,1 bath,,0.0,23.2,23.2,23.2,,Forced Air,Undergrnd,,,,,"1 Bloor St W , Toronto","(43.670105, -79.386866)",43.670105,-79.386866
C5465009,ON,Toronto,Toronto,,55 Ontario St,"410 - 55 Ontario St, Toronto, ON",Condo,2022-01-05,769900,2 bed,1 bath,,0.0,24.24,24.24,24.24,Central air conditioning,Heat Pump,,,,Balcony,,"55 Ontario St , Toronto","(43.653071, -79.36622946153847)",43.653071,-79.36622946153847
C5464721,ON,Toronto,Toronto,,65 St Mary St,"4201 - 65 St Mary St, Toronto, ON",Condo,2022-01-05,2350000,2 + 1 bed,2 bath,,10.36,18.4,20.21,0.0,,Forced Air,,,,,,"65 St Mary St , Toronto","(43.6676005, -79.3877347)",43.6676005,-79.3877347
C5463682,ON,Toronto,Toronto,,111 St Clair Ave W,"1218 - 111 St Clair Ave W, Toronto, ON",Condo,2022-01-04,849900,2 bed,2 bath,,0.0,19.53,19.53,19.53,Central air conditioning,Forced air,Underground,,,,,"111 St Clair Ave W , Toronto","(43.6865519, -79.39942174060847)",43.6865519,-79.39942174060847
W5464193,ON,Toronto,Toronto,,166 Caledonia Rd,"166 Caledonia Rd, Toronto, ON",Single Family,2022-01-04,1399900,7 bed,5 bath,,6.25,0.0,9.21,9.19,Wall unit,Hot water radiator heat,Detached garage,N/A,,,,"166 Caledonia Rd , Toronto","(43.67971097894737, -79.45678518421053)",43.67971097894737,-79.45678518421053
C5464213,ON,Toronto,Toronto,,38 Iannuzzi St,"1206 - 38 Iannuzzi St, Toronto, ON",Condo,2022-01-03,925000,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,,Visitor parking,,,Balcony,,"38 Iannuzzi St , Toronto","(43.6382726, -79.4017212)",43.6382726,-79.4017212
C5462898,ON,Toronto,Toronto,,193 Soudan Ave,"193 Soudan Ave, Toronto, ON",Single Family,2022-01-03,1600000,3 bed,2 bath,,11.35,14.11,17.26,13.07,Central air conditioning,Forced air,,"N/A (Finished), Finished",,,,"193 Soudan Ave , Toronto","(43.70543103333333, -79.39205079999999)",43.70543103333333,-79.39205079999999
W5465718,ON,Toronto,Toronto,,251 Manitoba St,"133 - 251 Manitoba St, Toronto, ON",Townhome,2022-01-03,1050000,2 bed,2 bath,,13.86,23.4,23.4,23.4,Central air conditioning,Forced air,Underground,,,Balcony,,"251 Manitoba St , Toronto","(43.6241538, -79.4878569)",43.6241538,-79.4878569
C5462570,ON,Toronto,Toronto,,360 Bloor St E,"210 - 360 Bloor St E, Toronto, ON",Condo,2022-01-01,1190000,2 bed,3 bath,,13.32,11.2,22.14,0.0,,Forced Air,,,,,,"360 Bloor St E , Toronto","(43.6721684, -79.3783537)",43.6721684,-79.3783537
E5463173,ON,Toronto,Toronto,,2787 Eglinton Ave E,"1202 - 2787 Eglinton Ave E, Toronto, ON",Townhome,2022-01-01,820000,3 bed,3 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"2787 Eglinton Ave E , Toronto","(43.7369945, -79.2459627)",43.7369945,-79.2459627
C5462120,ON,Toronto,Toronto,,15 Rebecca St,"15 Rebecca St, Toronto, ON",Townhome,2021-12-30,1375000,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,,,,,,"15 Rebecca St , Toronto","(43.645081, -79.41849384444444)",43.645081,-79.41849384444444
C5461613,ON,Toronto,Toronto,,29 Thelma Ave,"29 Thelma Ave, Toronto, ON",Single Family,2021-12-29,1999999,3 bed,2 bath,,16.56,15.37,15.36,1.88,Central air conditioning,Forced air,,"Unfinished, N/A (Unfinished)",,,,"29 Thelma Ave , Toronto","(43.68967674545455, -79.41136846363636)",43.68967674545455,-79.41136846363636
C5460862,ON,Toronto,Toronto,,850 Richmond St W,"3 - 850 Richmond St W, Toronto, ON",Townhome,2021-12-25,1950000,3 bed,2 bath,,11.33,22.55,22.55,12.45,Central air conditioning,Forced air,Underground,,,,,"850 Richmond St W , Toronto","(43.6446184, -79.412025)",43.6446184,-79.412025
W5460779,ON,Toronto,Toronto,,4 Glenholme Ave,"4 Glenholme Ave, Toronto, ON",MultiFamily,2021-12-24,2218800,6 bed,6 bath,,0.0,0.0,0.0,0.0,,Radiant heat,Detached garage,N/A,,,,"4 Glenholme Ave , Toronto","(43.674825999999996, -79.43731922380952)",43.674825999999996,-79.43731922380952
